"state","county","malelifeexpect","femalelifeexpect","maleobesity","femaleobesity","malephysical","femalephysical","lifeexpectall","obesityall","physicalactivityall"
"Kentucky","Boyd",72.8,77.2,38.4,40,48.4,43.9,75,39.2,46.15
"Kentucky","Boyle",74.8,78.7,36.7,34.5,52.1,49.7,76.75,35.6,50.9
"Kentucky","Bracken",72,76.6,40.3,41,46.9,42.8,74.3,40.65,44.85
"Kentucky","Breathitt",67.5,75.3,44.2,50.3,36.6,37.8,71.4,47.25,37.2
"Kentucky","Breckinridge",73.5,78.6,38.1,40.5,43.1,42.3,76.05,39.3,42.7
"Kentucky","Bullitt",75.6,80.2,40.6,39.8,47.7,42.1,77.9,40.2,44.9
"Kentucky","Butler",73,78.3,40.9,42.5,44.9,39.7,75.65,41.7,42.3
"Kentucky","Caldwell",73.4,77,39.6,40.2,53.7,45.8,75.2,39.9,49.75
"Kentucky","Calloway",73.9,79.6,35.4,34.6,57.9,48.4,76.75,35,53.15
"Kentucky","Campbell",74.7,78.8,36.6,36.2,54.7,52.6,76.75,36.4,53.65
"Kentucky","Carlisle",72.1,78.5,38.4,37.8,50.7,47.5,75.3,38.1,49.1
"Kentucky","Carroll",73.1,77.6,40,43.2,46.2,42,75.35,41.6,44.1
"Kentucky","Carter",70.9,77.5,42.5,40.8,45.2,37.2,74.2,41.65,41.2
"Kentucky","Casey",71,76.5,42.4,45,34.8,38.2,73.75,43.7,36.5
"Kentucky","Christian",72.2,77.7,40.1,41,50.9,44,74.95,40.55,47.45
"Kentucky","Clark",73.4,77.6,38.4,37.6,48.7,44.9,75.5,38,46.8
"Kentucky","Clay",68.7,74.1,43,47.9,35.8,34.9,71.4,45.45,35.35
"Kentucky","Clinton",71.2,77.3,42.1,46.7,36.1,33.7,74.25,44.4,34.9
"Kentucky","Crittenden",73.6,78.1,42,42.4,46.1,42.9,75.85,42.2,44.5
"Kentucky","Cumberland",71.2,77.3,40.1,43.5,42.5,40.5,74.25,41.8,41.5
"Kentucky","Daviess",74.3,78.9,37.5,34.9,55.7,49.6,76.6,36.2,52.65
"Kentucky","Edmonson",73,78.3,38.5,39.6,46.7,43.1,75.65,39.05,44.9
"Kentucky","Elliott",72.1,77,40.3,42.8,43.1,42.5,74.55,41.55,42.8
"Kentucky","Estill",69.9,76.2,39.8,43.1,44.2,38.9,73.05,41.45,41.55
"Kentucky","Fayette",76.1,80,30.8,34.2,53.6,51.4,78.05,32.5,52.5
"Kentucky","Fleming",70.6,77.6,41.5,41,45.5,42.7,74.1,41.25,44.1
"Kentucky","Floyd",66.6,76.2,44.8,46.3,40.8,36.4,71.4,45.55,38.6
"Kentucky","Franklin",74.5,78.6,37.2,41,52.3,49.8,76.55,39.1,51.05
"Kentucky","Fulton",72.4,77.9,41.3,46.3,46.4,40.5,75.15,43.8,43.45
"Kentucky","Gallatin",72.7,77.1,40.6,42.4,44.6,40,74.9,41.5,42.3
"Kentucky","Garrard",73.9,79.2,40.9,39.8,47.9,45.2,76.55,40.35,46.55
"Kentucky","Grant",72.7,77.1,39.2,40,53.2,46.1,74.9,39.6,49.65
"Kentucky","Graves",72.4,77.9,38.7,39.4,47.6,44.9,75.15,39.05,46.25
"Kentucky","Grayson",72,77.3,40.1,42.2,41.2,38.5,74.65,41.15,39.85
"Kentucky","Green",72.6,78.1,38.4,42,45.4,44.7,75.35,40.2,45.05
"Kentucky","Greenup",72.8,78.3,43.3,42.3,47.8,42.5,75.55,42.8,45.15
"Kentucky","Hancock",73.5,78.6,36.2,35.5,53.1,48.4,76.05,35.85,50.75
"Kentucky","Hardin",74,78.6,35,36.9,50.9,47.8,76.3,35.95,49.35
"Kentucky","Harlan",68.1,74.9,43.4,42.6,39.3,37.5,71.5,43,38.4
"Kentucky","Harrison",71.7,77.4,38,41.4,51.4,46.7,74.55,39.7,49.05
"Kentucky","Hart",73,79,41.4,44.5,38.9,38.8,76,42.95,38.85
"Kentucky","Henderson",72.8,77.3,38.7,39.9,49.4,42.8,75.05,39.3,46.1
"Kentucky","Henry",72,78.3,38.6,41.5,50.4,46.2,75.15,40.05,48.3
"Kentucky","Hickman",72.4,77.9,40,42.5,46.4,41.4,75.15,41.25,43.9
"Kentucky","Hopkins",72.4,77.2,38.3,41.5,46,46.2,74.8,39.9,46.1
"Kentucky","Jackson",69.9,76.2,42.1,48,40.2,34.5,73.05,45.05,37.35
"Kentucky","Jefferson",74.2,79.1,34.6,39.5,53.6,49.4,76.65,37.05,51.5
"Kentucky","Jessamine",74.6,79.3,36.3,34.8,47.3,46.1,76.95,35.55,46.7
"Kentucky","Johnson",69.6,75.5,43.5,47,41.7,39.9,72.55,45.25,40.8
"Kentucky","Kenton",74.2,78.5,38.4,36.3,54.7,49.4,76.35,37.35,52.05
"Kentucky","Knott",70.2,76.4,45,47.7,39.2,36.2,73.3,46.35,37.7
"Kentucky","Knox",69.6,76.3,40.2,44.6,37.5,40.3,72.95,42.4,38.9
"Kentucky","Larue",73,79,37.1,40.2,46.1,42.7,76,38.65,44.4
"Kentucky","Laurel",71.5,77.2,38.6,41.5,44.8,42.3,74.35,40.05,43.55
"Kentucky","Lawrence",72.1,77,41.9,45.4,44.2,42,74.55,43.65,43.1
"Kentucky","Lee",68.5,76.7,41.6,47.7,40.4,38.6,72.6,44.65,39.5
"Kentucky","Leslie",68.7,74.1,45,44.7,36.6,32.8,71.4,44.85,34.7
"Kentucky","Letcher",68.9,76.4,44.5,44.3,41.5,37.3,72.65,44.4,39.4
"Kentucky","Lewis",71.3,77.4,46.1,45.6,38.2,40,74.35,45.85,39.1
"Kentucky","Lincoln",71.4,78.1,41.7,44.1,43.8,44.2,74.75,42.9,44
"Kentucky","Livingston",73.1,77.8,39.8,39.6,48.2,45,75.45,39.7,46.6
"Kentucky","Logan",73,77.2,39.3,40.4,46.1,41,75.1,39.85,43.55
"Kentucky","Lyon",73.6,78.1,39.1,38.7,51.3,48.5,75.85,38.9,49.9
"Kentucky","Madison",74.7,78.3,37.2,37.1,51.5,47.2,76.5,37.15,49.35
"Kentucky","Magoffin",71.4,76,42.9,46.8,37,37,73.7,44.85,37
"Kentucky","Marion",73.4,78.4,37.1,37.9,51.2,43.6,75.9,37.5,47.4
"Kentucky","Marshall",73.1,77.8,37.7,35.6,57.3,50.9,75.45,36.65,54.1
"Kentucky","Martin",69.6,75.5,43.1,50.4,38.3,34.4,72.55,46.75,36.35
"Kentucky","Mason",72.9,77.9,39.4,38.5,45.1,43.4,75.4,38.95,44.25
"Kentucky","McCracken",72.1,78.5,36,34.9,54.1,46.9,75.3,35.45,50.5
"Kentucky","McCreary",71.9,75.9,38.6,43,44.5,40.2,73.9,40.8,42.35
"Kentucky","McLean",71.7,77.3,39.3,41.4,47,42.5,74.5,40.35,44.75
"Kentucky","Meade",74.4,79.5,38,40,51.3,47,76.95,39,49.15
"Kentucky","Menifee",69,76.1,41.8,45.3,41.9,38.8,72.55,43.55,40.35
"Kentucky","Mercer",73.4,77.8,39.4,36.3,50.5,46.1,75.6,37.85,48.3
"Kentucky","Metcalfe",72.6,78.1,41.1,44.1,41.2,38.7,75.35,42.6,39.95
"Kentucky","Monroe",72.2,76.7,37.9,42.3,43.3,39.3,74.45,40.1,41.3
"Kentucky","Montgomery",72.8,78.7,39.4,40,51,42.4,75.75,39.7,46.7
"Kentucky","Morgan",71.4,76,40.3,45,43.4,45.7,73.7,42.65,44.55
"Kentucky","Muhlenberg",71.6,77.2,39.1,42.3,49,39.4,74.4,40.7,44.2
"Kentucky","Nelson",74.3,78.9,38.6,36.8,49,43.9,76.6,37.7,46.45
"Kentucky","Nicholas",71.7,77.4,40.8,42.5,45.8,41.1,74.55,41.65,43.45
"Kentucky","Ohio",73.8,78.2,38.8,42.2,46.5,41.4,76,40.5,43.95
"Kentucky","Oldham",76.9,81.1,34.9,32.7,61.2,54.4,79,33.8,57.8
"Kentucky","Owen",73.1,77.6,37.7,39.9,51.2,47.7,75.35,38.8,49.45
"Kentucky","Owsley",67.5,75.3,46.9,53,33.1,31.4,71.4,49.95,32.25
"Kentucky","Pendleton",72,76.6,38.5,40.3,48.6,47.9,74.3,39.4,48.25
"Kentucky","Perry",66.5,72.7,43.4,44.2,49,35.9,69.6,43.8,42.45
"Kentucky","Pike",67.5,75,41.1,43.2,46,36.8,71.25,42.15,41.4
"Kentucky","Powell",69,76.1,40.6,44,43,39.7,72.55,42.3,41.35
"Kentucky","Pulaski",72.3,78.1,37.8,37.5,47.1,45.4,75.2,37.65,46.25
"Kentucky","Robertson",72,76.6,41.9,43.6,42.3,39.1,74.3,42.75,40.7
"Kentucky","Rockcastle",71.5,76.4,42.3,45.4,39.1,38.5,73.95,43.85,38.8
"Kentucky","Rowan",72.3,78.2,38.6,38.6,51.7,44.1,75.25,38.6,47.9
"Kentucky","Russell",72.8,77.8,38.6,41,40.9,42.7,75.3,39.8,41.8
"Kentucky","Scott",76.2,78.5,37.8,40.3,54.5,51,77.35,39.05,52.75
"Kentucky","Shelby",75.9,80.1,38.2,39.2,51.4,49.3,78,38.7,50.35
"Kentucky","Simpson",73.3,78.5,38.1,37.5,47.5,42.8,75.9,37.8,45.15
"Kentucky","Spencer",74.9,78.7,38.6,35.6,51.6,44.8,76.8,37.1,48.2
"Kentucky","Taylor",72.2,79.9,36.5,41.1,45.6,41.5,76.05,38.8,43.55
"Kentucky","Todd",73,77.2,40.2,43,44.9,36.9,75.1,41.6,40.9
"Kentucky","Trigg",73.4,77,39.9,39.1,46.9,44.8,75.2,39.5,45.85
"Kentucky","Trimble",72,78.3,38.5,40.4,51.1,47.2,75.15,39.45,49.15
"Kentucky","Union",72.8,77.6,41.2,41.2,47.1,45.8,75.2,41.2,46.45
"Kentucky","Warren",75.5,79,34,36.6,52.3,49.2,77.25,35.3,50.75
"Kentucky","Washington",73.4,78.4,39,36.6,48.8,41.7,75.9,37.8,45.25
"Kentucky","Wayne",74,78.9,39.2,43.4,41.3,38.1,76.45,41.3,39.7
"Kentucky","Webster",71.7,77.3,41.4,42.4,47.5,41.6,74.5,41.9,44.55
"Kentucky","Whitley",70.8,75.5,38.1,41.2,43.1,41.9,73.15,39.65,42.5
"Kentucky","Wolfe",68.5,76.7,44.6,50.9,34.2,34.1,72.6,47.75,34.15
"Kentucky","Woodford",75,81,35.5,36.3,53.4,49,78,35.9,51.2
"Louisiana","Acadia",70.1,76.1,41.6,38.7,41.3,40.2,73.1,40.15,40.75
"Louisiana","Allen",74.8,79.4,45.6,44.9,41.7,38.4,77.1,45.25,40.05
"Louisiana","Ascension",74.2,80,39.4,37.7,51.9,47.7,77.1,38.55,49.8
"Louisiana","Assumption",73.1,78.6,43.1,46.1,43.6,37.7,75.85,44.6,40.65
"Louisiana","Avoyelles",70.3,77.2,44.4,46.9,44,38.7,73.75,45.65,41.35
"Louisiana","Beauregard",72.7,77,41.7,40.1,45.8,44.4,74.85,40.9,45.1
"Louisiana","Bienville",70,76.1,41.4,46.1,48.1,39.5,73.05,43.75,43.8
"Louisiana","Bossier",74.4,79.9,38.9,37.6,52.3,50.2,77.15,38.25,51.25
"Louisiana","Caddo",71.5,76.8,37.2,42.6,45.7,38.4,74.15,39.9,42.05
"Louisiana","Calcasieu",71.6,77.3,41.5,39.7,47.9,42.9,74.45,40.6,45.4
"Louisiana","Caldwell",70.3,76.1,41.2,40.4,46.6,45.3,73.2,40.8,45.95
"Louisiana","Cameron",70.1,78.4,42,40.5,48.8,41.3,74.25,41.25,45.05
"Louisiana","Catahoula",70.3,76.1,44.1,45.4,40.1,37.1,73.2,44.75,38.6
"Louisiana","Claiborne",72.9,76.8,41,47.8,46.4,37.1,74.85,44.4,41.75
"Louisiana","Concordia",69.9,76.7,44.9,45.4,40.5,37.6,73.3,45.15,39.05
"Louisiana","De Soto",71,77.4,42.5,46.9,46.6,40.5,74.2,44.7,43.55
"Louisiana","East Baton Rouge",73.3,78.7,38,39.4,57.8,45.4,76,38.7,51.6
"Louisiana","East Carroll",70.4,75.8,46.6,58.9,40.1,31.2,73.1,52.75,35.65
"Louisiana","East Feliciana",70.7,77.5,40.4,43,50.3,42.7,74.1,41.7,46.5
"Louisiana","Evangeline",70.3,76.5,43.6,44.3,42.7,37.5,73.4,43.95,40.1
"Louisiana","Franklin",70.6,76.5,43.1,47.1,42.6,37.1,73.55,45.1,39.85
"Louisiana","Grant",72.1,77.4,40.6,41.8,49.5,42.6,74.75,41.2,46.05
"Louisiana","Iberia",71.9,76.9,40,42.3,44.9,41,74.4,41.15,42.95
"Louisiana","Iberville",72.8,78.3,42.1,47.1,40.7,36.8,75.55,44.6,38.75
"Louisiana","Jackson",71.9,76.7,41.2,41.7,46.9,45,74.3,41.45,45.95
"Louisiana","Jefferson",73.9,79.7,38.2,40.6,51.8,43.1,76.8,39.4,47.45
"Louisiana","Jefferson Davis",70.1,78.4,44.5,43,47.9,39.5,74.25,43.75,43.7
"Louisiana","La Salle",73.1,77.6,41.1,40.4,48.7,43.9,75.35,40.75,46.3
"Louisiana","Lafayette",74.1,79.3,35.4,35.2,53.1,47.9,76.7,35.3,50.5
"Louisiana","Lafourche",73.6,79.7,45.4,43.9,46.6,41.5,76.65,44.65,44.05
"Louisiana","Lincoln",73.3,78.5,39.6,41.1,58.4,45.5,75.9,40.35,51.95
"Louisiana","Livingston",72.4,78.6,40.8,39.8,49.1,43.8,75.5,40.3,46.45
"Louisiana","Madison",69.3,75.9,42.9,53.5,45,38,72.6,48.2,41.5
"Louisiana","Morehouse",69.8,76.1,42.6,48.4,42.3,37.1,72.95,45.5,39.7
"Louisiana","Natchitoches",72.4,77.5,42.8,47.2,50.7,38.3,74.95,45,44.5
"Louisiana","Orleans",71.7,79.2,33.1,43.1,50.4,45.2,75.45,38.1,47.8
"Louisiana","Ouachita",71.6,78.1,39.6,41.3,46.6,39.7,74.85,40.45,43.15
"Louisiana","Plaquemines",73.9,79.6,40.8,41.4,49.1,42.8,76.75,41.1,45.95
"Louisiana","Pointe Coupee",73.6,79.4,41.7,45.4,46,42.5,76.5,43.55,44.25
"Louisiana","Rapides",71.7,78.1,39.7,42.9,46.5,42,74.9,41.3,44.25
"Louisiana","Red River",70,76.1,43.5,49.2,43.2,35.4,73.05,46.35,39.3
"Louisiana","Richland",69.3,75.9,44.3,49.6,45.9,41.1,72.6,46.95,43.5
"Louisiana","Sabine",73.2,77,42.8,45.4,48.7,43.9,75.1,44.1,46.3
"Louisiana","St. Bernard",70.5,75.1,38.1,39.3,43.3,42.3,72.8,38.7,42.8
"Louisiana","St. Charles",74.6,78.5,42.4,42.1,51.3,40.8,76.55,42.25,46.05
"Louisiana","St. Helena",70.7,77.5,41,48.4,50.1,39.7,74.1,44.7,44.9
"Louisiana","St. James",73.2,78.8,41.7,45.3,54.7,39.4,76,43.5,47.05
"Louisiana","St. John the Baptist",71.4,76.6,43.2,47.1,50.3,39,74,45.15,44.65
"Louisiana","St. Landry",70.3,75.6,41.9,46.4,45.3,41.1,72.95,44.15,43.2
"Louisiana","St. Martin",72.5,77.9,40.8,45.2,46.2,39.9,75.2,43,43.05
"Louisiana","St. Mary",72.3,77.9,41.9,47.5,45.7,38.7,75.1,44.7,42.2
"Louisiana","St. Tammany",75,80.2,37.4,34.1,57.8,49.5,77.6,35.75,53.65
"Louisiana","Tangipahoa",70.8,76.8,40.8,46.2,51,40,73.8,43.5,45.5
"Louisiana","Tensas",69.9,76.7,42,51.5,42.9,36.7,73.3,46.75,39.8
"Louisiana","Terrebonne",72.4,77.1,43.8,46.4,48.9,37.4,74.75,45.1,43.15
"Louisiana","Union",72.9,77.1,40.6,47.9,49.1,39.9,75,44.25,44.5
"Louisiana","Vermilion",73,78.7,41.3,39.8,51.3,42.7,75.85,40.55,47
"Louisiana","Vernon",73.6,78.5,40.7,43.2,51.7,43.2,76.05,41.95,47.45
"Louisiana","Washington",69.7,76.2,42.2,47.9,44.2,36.5,72.95,45.05,40.35
"Louisiana","Webster",70.3,76.4,42.6,43.4,47.8,39.5,73.35,43,43.65
"Louisiana","West Baton Rouge",73.9,79.8,40.7,41.3,50.7,45.7,76.85,41,48.2
"Louisiana","West Carroll",70.4,75.8,44.2,46.2,44.1,41,73.1,45.2,42.55
"Louisiana","West Feliciana",73.9,79.8,42.4,43.6,41.9,38.4,76.85,43,40.15
"Louisiana","Winn",71.6,75.2,41.8,43.6,42.8,39.4,73.4,42.7,41.1
"Maine","Androscoggin",75.6,80.2,35.1,40,56.7,55.1,77.9,37.55,55.9
"Maine","Aroostook",75.6,81,38.3,41.2,50.7,54.3,78.3,39.75,52.5
"Maine","Cumberland",77.8,82.1,27.8,28.2,68.8,63.4,79.95,28,66.1
"Maine","Franklin",76.4,80,34.4,37.6,60.1,58.1,78.2,36,59.1
"Maine","Hancock",77,81.9,31.5,32.2,62.1,63.4,79.45,31.85,62.75
"Maine","Kennebec",75.9,79.1,33.2,36.2,61,55.9,77.5,34.7,58.45
"Maine","Knox",77.1,81.7,31,30,60.1,63,79.4,30.5,61.55
"Maine","Lincoln",77.2,81.7,28.8,30.2,64.4,62.1,79.45,29.5,63.25
"Maine","Oxford",76,80.2,34.6,37.5,56.8,56.9,78.1,36.05,56.85
"Maine","Penobscot",75.5,80.1,36.3,39.6,54.3,56,77.8,37.95,55.15
"Maine","Piscataquis",74.6,80.1,37.5,39.5,55.7,57.1,77.35,38.5,56.4
"Maine","Sagadahoc",77.7,81.2,30.6,33.8,63,65.7,79.45,32.2,64.35
"Maine","Somerset",74.7,79.5,38.5,42.6,53.1,55,77.1,40.55,54.05
"Maine","Waldo",76.6,80.4,33.5,36.4,61,58.9,78.5,34.95,59.95
"Maine","Washington",73.7,79.8,37.1,40.3,53.9,51.2,76.75,38.7,52.55
"Maine","York",77.4,81.9,31.9,33,63.4,60.4,79.65,32.45,61.9
"Maryland","Allegany",75.1,78.8,37.4,39.7,56.4,49.7,76.95,38.55,53.05
"Maryland","Anne Arundel",76.8,81.1,35.9,33.8,54.3,52.1,78.95,34.85,53.2
"Maryland","Baltimore",75.9,80.8,33.7,36,54.9,50,78.35,34.85,52.45
"Maryland","Baltimore City",68.9,76,35.4,46.1,45.2,44.1,72.45,40.75,44.65
"Maryland","Calvert",76.5,81,37.4,37.1,58.7,52.8,78.75,37.25,55.75
"Maryland","Caroline",74.3,78.9,40.9,43.5,47.3,49.7,76.6,42.2,48.5
"Maryland","Carroll",76.7,81.7,36.9,36,55.7,54.6,79.2,36.45,55.15
"Maryland","Cecil",73.5,78.7,38.9,38.6,53.2,52.2,76.1,38.75,52.7
"Maryland","Charles",75.6,80.2,37.9,42.2,55.1,52.9,77.9,40.05,54
"Maryland","Dorchester",74.3,79.2,40.5,47.1,49.1,47.1,76.75,43.8,48.1
"Maryland","Frederick",78.2,82.2,34.2,33.4,54.8,51,80.2,33.8,52.9
"Maryland","Garrett",75.4,80.7,35.9,41.5,54,50.2,78.05,38.7,52.1
"Maryland","Harford",76.7,81.3,37.5,35.5,56.4,53.3,79,36.5,54.85
"Maryland","Howard",80.4,83,31,28.1,61.3,57.5,81.7,29.55,59.4
"Maryland","Kent",74.7,81.3,35.9,37.8,56.2,51.5,78,36.85,53.85
"Maryland","Montgomery",81.6,84.9,24.8,25.5,60.8,58.7,83.25,25.15,59.75
"Maryland","Prince Georges",74.8,79.8,35.9,45.5,56.4,49.1,77.3,40.7,52.75
"Maryland","Queen Annes",77.7,81.7,36.7,34.5,54,55.3,79.7,35.6,54.65
"Maryland","Somerset",74,78.1,42.7,51.7,44.5,43.6,76.05,47.2,44.05
"Maryland","St. Marys",76,80.6,36.7,39,59.4,52.9,78.3,37.85,56.15
"Maryland","Talbot",77.1,81.7,35.5,34.5,59.7,59.7,79.4,35,59.7
"Maryland","Washington",75.9,79.5,38.2,39.1,52.9,48.8,77.7,38.65,50.85
"Maryland","Wicomico",73.7,79.1,37.4,43.8,56.4,48.2,76.4,40.6,52.3
"Maryland","Worcester",76.3,81.4,37.4,41.3,55.7,53.1,78.85,39.35,54.4
"Massachusetts","Barnstable",77.6,83.1,27.9,24,66.3,69.2,80.35,25.95,67.75
"Massachusetts","Berkshire",77.4,82.2,27.9,31.7,58.2,57.9,79.8,29.8,58.05
"Massachusetts","Bristol",76.2,81.7,35.9,36.5,57.5,50.3,78.95,36.2,53.9
"Massachusetts","Dukes",79.3,82.7,29.1,25.3,60.7,66.1,81,27.2,63.4
"Massachusetts","Essex",78.2,82.6,33.2,30.6,61.4,55.1,80.4,31.9,58.25
"Massachusetts","Franklin",77.7,82.5,28.1,30.8,63.1,60.7,80.1,29.45,61.9
"Massachusetts","Hampden",75.8,81,35.1,38.1,56.4,51.2,78.4,36.6,53.8
"Massachusetts","Hampshire",77.7,82.4,28,29.1,61.6,62,80.05,28.55,61.8
"Massachusetts","Middlesex",79.3,83.2,30.4,29.9,59.5,55.5,81.25,30.15,57.5
"Massachusetts","Nantucket",77.6,83.1,30.8,26.3,59.8,63.3,80.35,28.55,61.55
"Massachusetts","Norfolk",79.1,83.2,28.1,25.1,61.7,59.1,81.15,26.6,60.4
"Massachusetts","Plymouth",76.9,81.4,33,31.3,57.4,57,79.15,32.15,57.2
"Massachusetts","Suffolk",76.4,82.1,26.1,33,59.4,54.4,79.25,29.55,56.9
"Massachusetts","Worcester",77.4,81.7,32.5,32.6,58.6,53.5,79.55,32.55,56.05
"Michigan","Alcona",73.8,79.6,38.2,39.1,58.3,52,76.7,38.65,55.15
"Michigan","Alger",76,80.9,38.1,38.1,56.6,54.9,78.45,38.1,55.75
"Michigan","Allegan",77.1,80.6,36.2,39.2,57.2,56.4,78.85,37.7,56.8
"Michigan","Alpena",75.4,80.4,36.3,37.6,61.6,52.6,77.9,36.95,57.1
"Michigan","Antrim",77,81.8,33.2,37.8,60.7,54.3,79.4,35.5,57.5
"Michigan","Arenac",74.1,78.4,41.6,42.6,50.2,45.7,76.25,42.1,47.95
"Michigan","Baraga",75.9,80.7,39.7,38.7,57.5,51.7,78.3,39.2,54.6
"Michigan","Barry",77.5,80.9,38.4,42.8,59,56.8,79.2,40.6,57.9
"Michigan","Bay",75.1,80,42.1,40.4,54.9,46.5,77.55,41.25,50.7
"Michigan","Benzie",76.5,81.3,33.6,35,60.1,56.2,78.9,34.3,58.15
"Michigan","Berrien",75,79.9,39.1,40.4,54.6,50,77.45,39.75,52.3
"Michigan","Branch",75,79.6,40,41.4,56.6,50.2,77.3,40.7,53.4
"Michigan","Calhoun",73,78.4,39.8,44.6,60.7,50.6,75.7,42.2,55.65
"Michigan","Cass",74.6,80.4,36,40.4,51.7,52.3,77.5,38.2,52
"Michigan","Charlevoix",76.7,81.1,32.8,34.9,66.8,58.8,78.9,33.85,62.8
"Michigan","Cheboygan",76.4,80.3,39.2,39.5,58.6,59.7,78.35,39.35,59.15
"Michigan","Chippewa",77.4,80.1,39.8,39.7,58.9,55.7,78.75,39.75,57.3
"Michigan","Clare",73.4,78.8,40,39.6,55,51,76.1,39.8,53
"Michigan","Clinton",78.5,82.6,39.1,38.8,61.1,57.1,80.55,38.95,59.1
"Michigan","Crawford",75.1,79.1,36.7,40.2,56.7,50.6,77.1,38.45,53.65
"Michigan","Delta",76.5,81.8,37.6,38.3,56,58.4,79.15,37.95,57.2
"Michigan","Dickinson",77.1,81.5,36.2,32.5,61.9,60.1,79.3,34.35,61
"Michigan","Eaton",77.5,81,39.7,40.9,58.1,57.7,79.25,40.3,57.9
"Michigan","Emmet",78.3,81,33.3,35.1,69.3,62.3,79.65,34.2,65.8
"Michigan","Genesee",73.2,78.4,41.1,46.2,54,44.5,75.8,43.65,49.25
"Michigan","Gladwin",74.3,79.5,41.1,40.8,52.7,50.8,76.9,40.95,51.75
"Michigan","Gogebic",75.2,79.4,35.8,34.1,62.7,58.3,77.3,34.95,60.5
"Michigan","Grand Traverse",77.2,81.8,31.6,34.7,61,57.2,79.5,33.15,59.1
"Michigan","Gratiot",75.1,79.1,41.3,45.1,57.8,52.8,77.1,43.2,55.3
"Michigan","Hillsdale",74.7,80.4,40.3,39.9,56.1,52.9,77.55,40.1,54.5
"Michigan","Houghton",75.6,79.9,34.5,32.7,64.1,56.1,77.75,33.6,60.1
"Michigan","Huron",75.1,80.6,39.3,36.8,51.5,52.4,77.85,38.05,51.95
"Michigan","Ingham",76.7,80.2,35.1,39.2,60.1,56.7,78.45,37.15,58.4
"Michigan","Ionia",75.3,79.3,40.2,44.7,55.9,56,77.3,42.45,55.95
"Michigan","Iosco",75.1,79.9,39.5,41.2,56.9,50.7,77.5,40.35,53.8
"Michigan","Iron",75.9,80.7,36.9,34.7,60,56.5,78.3,35.8,58.25
"Michigan","Isabella",75.8,80.9,40.5,39.3,60.5,58.5,78.35,39.9,59.5
"Michigan","Jackson",75.5,80.4,40.4,41.8,57.6,53.6,77.95,41.1,55.6
"Michigan","Kalamazoo",75.6,79.9,34.2,38.4,60.5,56.2,77.75,36.3,58.35
"Michigan","Kalkaska",75.2,79.9,35.6,38.9,53.8,51.1,77.55,37.25,52.45
"Michigan","Kent",77.5,81.7,35.7,38.1,59.3,56.8,79.6,36.9,58.05
"Michigan","Keweenaw",75.6,79.9,35.1,30.3,64.8,56.7,77.75,32.7,60.75
"Michigan","Lake",75.4,80.4,40.9,45.6,52.9,48.1,77.9,43.25,50.5
"Michigan","Lapeer",75.4,80,39.4,40,58.2,54.2,77.7,39.7,56.2
"Michigan","Leelanau",80.4,83.3,32.3,33,64.8,63.3,81.85,32.65,64.05
"Michigan","Lenawee",76.2,80.2,38.6,39.5,58.7,54.2,78.2,39.05,56.45
"Michigan","Livingston",77.9,81.7,35.3,33,62.8,58.9,79.8,34.15,60.85
"Michigan","Luce",75.5,81,38.5,38.8,56.2,51.9,78.25,38.65,54.05
"Michigan","Mackinac",75.5,81,37.7,38,60.3,55,78.25,37.85,57.65
"Michigan","Macomb",75.7,80.6,36,38.2,58.7,54.4,78.15,37.1,56.55
"Michigan","Manistee",76.7,81,34.1,37,55.1,50.9,78.85,35.55,53
"Michigan","Marquette",76.6,81.5,36.6,35.5,63.5,62.7,79.05,36.05,63.1
"Michigan","Mason",76.2,80.4,37.4,38,58.2,54.8,78.3,37.7,56.5
"Michigan","Mecosta",76.4,81.4,38.4,38.6,58.2,55.5,78.9,38.5,56.85
"Michigan","Menominee",77.5,81.7,39.6,37.4,52.6,54.1,79.6,38.5,53.35
"Michigan","Midland",77.6,82.3,39,36.2,59.8,55.7,79.95,37.6,57.75
"Michigan","Missaukee",75.9,79.3,37.7,40.6,53.9,51.1,77.6,39.15,52.5
"Michigan","Monroe",75.9,80.2,41.8,41.4,56.8,56.6,78.05,41.6,56.7
"Michigan","Montcalm",75.6,79.8,39.5,40.9,56.7,54.3,77.7,40.2,55.5
"Michigan","Montmorency",75,79.6,38.3,39.9,56.9,51,77.3,39.1,53.95
"Michigan","Muskegon",74.6,79.9,37.3,43.6,55.3,52.1,77.25,40.45,53.7
"Michigan","Newaygo",75.2,79.9,39.9,41.2,57.5,52.4,77.55,40.55,54.95
"Michigan","Oakland",77.6,81.4,31.7,32.9,59.4,57.8,79.5,32.3,58.6
"Michigan","Oceana",75.5,80.4,40.2,42.5,56.5,53.6,77.95,41.35,55.05
"Michigan","Ogemaw",74.5,79.6,39,40.5,52.9,50.6,77.05,39.75,51.75
"Michigan","Ontonagon",75.2,79.4,34.7,32.7,61.1,57,77.3,33.7,59.05
"Michigan","Osceola",75.4,80.4,40.1,39.4,55,52,77.9,39.75,53.5
"Michigan","Oscoda",73.8,79.6,39.7,41.8,54.2,48.8,76.7,40.75,51.5
"Michigan","Otsego",75.5,81,34.6,35.5,60.1,56.6,78.25,35.05,58.35
"Michigan","Ottawa",79.8,82.8,33.6,34,60.6,58.4,81.3,33.8,59.5
