"state","county","malelifeexpect","femalelifeexpect","maleobesity","femaleobesity","malephysical","femalephysical","lifeexpectall","obesityall","physicalactivityall"
"Montana","Golden Valley",76.4,79.8,36.1,37.3,53.8,53.6,78.1,36.7,53.7
"Montana","Granite",76.9,81.2,32.2,30.9,62.6,62.8,79.05,31.55,62.7
"Montana","Hill",75.8,80.8,39.6,40.4,53.5,48.5,78.3,40,51
"Montana","Jefferson",76.3,81.1,29.6,27.7,60.5,60,78.7,28.65,60.25
"Montana","Judith Basin",75.5,81.1,35.1,34.5,59.7,59.9,78.3,34.8,59.8
"Montana","Lake",74.6,80.8,32.7,34.3,59.8,60.8,77.7,33.5,60.3
"Montana","Lewis and Clark",76.1,80.5,29.7,30.2,65.9,60.2,78.3,29.95,63.05
"Montana","Liberty",75.8,80.8,40,41.1,44.4,41,78.3,40.55,42.7
"Montana","Lincoln",75.8,79.6,31.9,33.6,59.8,59.5,77.7,32.75,59.65
"Montana","Madison",73.9,79.7,29.3,27.8,60.7,59.4,76.8,28.55,60.05
"Montana","McCone",76.9,81,34.4,34.8,59,59.1,78.95,34.6,59.05
"Montana","Meagher",76.3,81.1,34.3,34.4,56.2,56.5,78.7,34.35,56.35
"Montana","Mineral",77.6,80.5,33.3,35.9,56.9,56.7,79.05,34.6,56.8
"Montana","Missoula",77.6,80.5,26,28.9,67,63.6,79.05,27.45,65.3
"Montana","Musselshell",76.4,79.8,35.5,35,55.5,54.1,78.1,35.25,54.8
"Montana","Park",79.1,81.8,29.9,26.5,65.6,65,80.45,28.2,65.3
"Montana","Petroleum",76.1,80,35.9,35.3,58.7,58.5,78.05,35.6,58.6
"Montana","Phillips",76.1,80.4,34.3,35.6,56.4,56.5,78.25,34.95,56.45
"Montana","Pondera",72.9,79.6,37.4,39.1,56.7,55.6,76.25,38.25,56.15
"Montana","Powder River",75.8,80.1,37.9,36.3,59.4,56.2,77.95,37.1,57.8
"Montana","Powell",76.9,81.2,31.8,32.5,61.5,60,79.05,32.15,60.75
"Montana","Prairie",76.9,81,36.7,37.3,53.2,52.3,78.95,37,52.75
"Montana","Ravalli",76.9,81.7,29.1,26.3,68.6,65.5,79.3,27.7,67.05
"Montana","Richland",75.8,80.4,35.7,37.2,54.1,52.3,78.1,36.45,53.2
"Montana","Roosevelt",72.2,78.9,37,44.9,53.9,49.1,75.55,40.95,51.5
"Montana","Rosebud",76.1,80,39.5,42.3,56.6,54.4,78.05,40.9,55.5
"Montana","Sanders",75.8,79.6,30.9,34.2,59.8,60.6,77.7,32.55,60.2
"Montana","Sheridan",72.2,78.9,35.7,34.6,57.8,55,75.55,35.15,56.4
"Montana","Silver Bow",73.9,79.7,30.5,32.2,59.4,54.5,76.8,31.35,56.95
"Montana","Stillwater",76.4,79.8,33.3,31.5,61,62.2,78.1,32.4,61.6
"Montana","Sweet Grass",76.4,79.8,33.5,31,60.8,61.3,78.1,32.25,61.05
"Montana","Teton",72.9,79.6,34.9,35,56.9,58.8,76.25,34.95,57.85
"Montana","Toole",75.8,80.8,36.5,36.7,56.9,53,78.3,36.6,54.95
"Montana","Treasure",76.1,80,30.5,30.7,57,55.5,78.05,30.6,56.25
"Montana","Valley",76.9,81,34.4,34.1,55.7,56.2,78.95,34.25,55.95
"Montana","Wheatland",76.4,79.8,36.6,36,51.7,52.7,78.1,36.3,52.2
"Montana","Wibaux",76.9,81,37.1,39.2,51.8,50.8,78.95,38.15,51.3
"Montana","Yellowstone",76.1,80,33.5,34.7,53.7,54.7,78.05,34.1,54.2
"Nebraska","Adams",77,81.1,37,35.2,54,55.2,79.05,36.1,54.6
"Nebraska","Antelope",77.3,82,35.4,35.5,57.3,57.6,79.65,35.45,57.45
"Nebraska","Arthur",76.1,80.9,35.3,34,60.6,60.2,78.5,34.65,60.4
"Nebraska","Banner",75.9,81.6,37.4,36.3,56.3,57.1,78.75,36.85,56.7
"Nebraska","Blaine",77,82.1,34.9,34.5,61.6,60.5,79.55,34.7,61.05
"Nebraska","Boone",76.1,81.3,34.2,34.6,57.6,57.6,78.7,34.4,57.6
"Nebraska","Box Butte",77.4,81.3,38,37.1,56.3,54.8,79.35,37.55,55.55
"Nebraska","Boyd",76.8,81.8,34.4,33.9,56.3,56.3,79.3,34.15,56.3
"Nebraska","Brown",77,82.1,35.4,34.7,56.8,56.8,79.55,35.05,56.8
"Nebraska","Buffalo",76.6,81.6,36.4,35.5,49.8,55.9,79.1,35.95,52.85
"Nebraska","Burt",74.4,79.7,35.5,34.2,56.3,53,77.05,34.85,54.65
"Nebraska","Butler",76.6,82,38.3,37,55.9,53.7,79.3,37.65,54.8
"Nebraska","Cass",75.9,80.2,38,35.5,47.6,53.7,78.05,36.75,50.65
"Nebraska","Cedar",77.7,83.8,36.6,33.8,56.5,56.3,80.75,35.2,56.4
"Nebraska","Chase",77.1,81,35.3,34.3,58.4,57.5,79.05,34.8,57.95
"Nebraska","Cherry",77,82.1,34.5,34.5,57.9,56.4,79.55,34.5,57.15
"Nebraska","Cheyenne",75.9,81.6,34.2,33.5,59.8,59.7,78.75,33.85,59.75
"Nebraska","Clay",76.6,81.7,37.2,35.8,56.5,54.9,79.15,36.5,55.7
"Nebraska","Colfax",76.6,82,39.5,41.5,47.3,45.9,79.3,40.5,46.6
"Nebraska","Cuming",77.8,83.1,36.7,35.5,55.4,53.7,80.45,36.1,54.55
"Nebraska","Custer",77,82.1,36.8,35.9,58.7,55.4,79.55,36.35,57.05
"Nebraska","Dakota",75.1,79.9,42.3,41.9,44,45.3,77.5,42.1,44.65
"Nebraska","Dawes",77.4,81.3,35.6,36.3,57.7,56.3,79.35,35.95,57
"Nebraska","Dawson",76.5,80.7,41.2,40.5,50.5,45.7,78.6,40.85,48.1
"Nebraska","Deuel",77.1,81,32.7,32,57,57,79.05,32.35,57
"Nebraska","Dixon",75.1,79.9,38,36.6,53,52.3,77.5,37.3,52.65
"Nebraska","Dodge",75.6,81.4,37.5,37,50,52.9,78.5,37.25,51.45
"Nebraska","Douglas",76.4,81,35,37.1,52.4,50.2,78.7,36.05,51.3
"Nebraska","Dundy",77.1,81,31.2,30.1,58.8,58.9,79.05,30.65,58.85
"Nebraska","Fillmore",76.6,81.7,36.4,35.5,57.9,57.1,79.15,35.95,57.5
"Nebraska","Franklin",78,81.3,34.9,34.1,57.5,56.2,79.65,34.5,56.85
"Nebraska","Frontier",76.1,81.2,37.1,35.9,60.1,57.2,78.65,36.5,58.65
"Nebraska","Furnas",78,81.3,36.8,36.3,54,54.1,79.65,36.55,54.05
"Nebraska","Gage",75.8,80.7,39.5,39.9,48.7,52.2,78.25,39.7,50.45
"Nebraska","Garden",76.1,80.9,34.5,34.2,57.3,56.9,78.5,34.35,57.1
"Nebraska","Garfield",76.7,81.6,34.4,33.6,57.2,57.2,79.15,34,57.2
"Nebraska","Gosper",76.5,80.7,36.1,34.2,60.4,59.9,78.6,35.15,60.15
"Nebraska","Grant",76.1,80.9,35.8,34.6,59.2,58.8,78.5,35.2,59
"Nebraska","Greeley",76.7,81.6,36.1,35.7,58,57.7,79.15,35.9,57.85
"Nebraska","Hall",76.1,80.9,38,40.9,48.1,48.7,78.5,39.45,48.4
"Nebraska","Hamilton",77.9,82.5,37.1,34.9,58.3,55.3,80.2,36,56.8
"Nebraska","Harlan",78,81.3,35.6,34.4,56.8,56.6,79.65,35,56.7
"Nebraska","Hayes",77.1,81,37.8,37.8,57.4,53.9,79.05,37.8,55.65
"Nebraska","Hitchcock",76.1,81.2,36.7,36.4,56.4,56.4,78.65,36.55,56.4
"Nebraska","Holt",76.8,81.8,34.7,34,57.1,56.3,79.3,34.35,56.7
"Nebraska","Hooker",76.1,80.9,34.3,33.3,59.8,59.2,78.5,33.8,59.5
"Nebraska","Howard",76.7,81.6,37.3,36.5,56.4,54.5,79.15,36.9,55.45
"Nebraska","Jefferson",76.6,81.7,38,38,53.6,51.8,79.15,38,52.7
"Nebraska","Johnson",75.8,80.2,38.8,39.7,53.3,51.9,78,39.25,52.6
"Nebraska","Kearney",78,81.3,36.8,34.4,58.5,55.7,79.65,35.6,57.1
"Nebraska","Keith",76.1,80.9,36.6,36.2,57.4,53.3,78.5,36.4,55.35
"Nebraska","Keya Paha",76.8,81.8,36.1,36.8,58.1,57.3,79.3,36.45,57.7
"Nebraska","Kimball",75.9,81.6,32.1,33.5,56.8,57.4,78.75,32.8,57.1
"Nebraska","Knox",77.3,82,36.1,36.1,54.7,54.3,79.65,36.1,54.5
"Nebraska","Lancaster",78.2,82.5,33.3,35,56.1,53.8,80.35,34.15,54.95
"Nebraska","Lincoln",77.1,81,39.2,40.1,55.8,51.2,79.05,39.65,53.5
"Nebraska","Logan",76.1,80.9,36.3,35.5,62.5,58.1,78.5,35.9,60.3
"Nebraska","Loup",77,82.1,36,36,58.4,57.8,79.55,36,58.1
"Nebraska","Madison",75.5,81.6,34.7,37.8,55.5,52.9,78.55,36.25,54.2
"Nebraska","McPherson",76.1,80.9,37.5,37,58.6,55.2,78.5,37.25,56.9
"Nebraska","Merrick",76.1,81.3,36.9,36.8,55.8,53.9,78.7,36.85,54.85
"Nebraska","Morrill",75.6,79.8,37.8,37.6,53.6,53.5,77.7,37.7,53.55
"Nebraska","Nance",76.1,81.3,36.3,36.6,54.8,54.7,78.7,36.45,54.75
"Nebraska","Nemaha",75.8,80.2,36.6,35.8,57.5,55.7,78,36.2,56.6
"Nebraska","Nuckolls",77,81.1,33.9,32.9,57.6,57.3,79.05,33.4,57.45
"Nebraska","Otoe",75.1,81.5,39.6,40.5,53.8,54.4,78.3,40.05,54.1
"Nebraska","Pawnee",75.8,80.2,35.3,34.3,55.3,55.3,78,34.8,55.3
"Nebraska","Perkins",77.1,81,35.2,34.6,60,56.8,79.05,34.9,58.4
"Nebraska","Phelps",76.5,80.7,35.9,33.9,59,57.3,78.6,34.9,58.15
"Nebraska","Pierce",77.3,82,32.9,32.3,57.1,57.1,79.65,32.6,57.1
"Nebraska","Platte",77.7,82.1,35.4,37.5,53.5,57.1,79.9,36.45,55.3
"Nebraska","Polk",77.9,82.5,36.1,34.7,58.1,56.8,80.2,35.4,57.45
"Nebraska","Red Willow",76.1,81.2,34.9,33.2,57.7,56.9,78.65,34.05,57.3
"Nebraska","Richardson",75.8,80.2,35.8,35.2,57.6,56,78,35.5,56.8
"Nebraska","Rock",76.8,81.8,33.6,33.4,58,58,79.3,33.5,58
"Nebraska","Saline",77,81.2,38,41.3,49.4,48.7,79.1,39.65,49.05
"Nebraska","Sarpy",78.4,81.5,37.9,34.2,53.5,53.1,79.95,36.05,53.3
"Nebraska","Saunders",77,80.7,38.9,36.3,53.4,51.3,78.85,37.6,52.35
"Nebraska","Scotts Bluff",75.6,79.8,40.9,38.8,51.4,52.9,77.7,39.85,52.15
"Nebraska","Seward",76.8,80.8,37.5,33.9,55.1,56,78.8,35.7,55.55
"Nebraska","Sheridan",75.6,79.8,34,34.8,57,56.3,77.7,34.4,56.65
"Nebraska","Sherman",76.7,81.6,37.1,36.3,54.5,53.7,79.15,36.7,54.1
"Nebraska","Sioux",77.4,81.3,34.8,33.7,59.1,59.5,79.35,34.25,59.3
"Nebraska","Stanton",77.8,83.1,35.9,35.8,57.9,57.3,80.45,35.85,57.6
"Nebraska","Thayer",76.6,81.7,36.1,36.4,54.1,53.8,79.15,36.25,53.95
"Nebraska","Thomas",77,82.1,35.5,35.2,59,58.6,79.55,35.35,58.8
"Nebraska","Thurston",74.4,79.7,38.4,46.7,52.5,48.2,77.05,42.55,50.35
"Nebraska","Valley",76.7,81.6,33.6,32.7,57.7,57.5,79.15,33.15,57.6
"Nebraska","Washington",77.7,81.5,38.1,35.3,56.4,58.1,79.6,36.7,57.25
"Nebraska","Wayne",77.7,83.8,35.4,35,57.9,57.3,80.75,35.2,57.6
"Nebraska","Webster",77,81.1,36.8,35.6,56.9,55.8,79.05,36.2,56.35
"Nebraska","Wheeler",76.7,81.6,35,34.1,60.9,60.9,79.15,34.55,60.9
"Nebraska","York",77,81.2,39.7,38.8,51.9,55.2,79.1,39.25,53.55
"Nevada","Carson City",74.1,78.8,32.4,29,64.8,58.9,76.45,30.7,61.85
"Nevada","Churchill",74.4,79.2,35.5,37.6,57.3,52.9,76.8,36.55,55.1
"Nevada","Clark",75.7,80.4,33.2,32.4,53.6,48.8,78.05,32.8,51.2
"Nevada","Douglas",77.2,82.3,30.8,27.3,65.5,63,79.75,29.05,64.25
"Nevada","Elko",75.4,80.7,37.2,40,56.2,55.2,78.05,38.6,55.7
"Nevada","Esmeralda",71.1,76.7,37.7,38.7,52.2,51.2,73.9,38.2,51.7
"Nevada","Eureka",74.8,79.6,34.7,34.8,59.6,56.1,77.2,34.75,57.85
"Nevada","Humboldt",74.9,79.2,37.5,37.3,58.1,52.7,77.05,37.4,55.4
"Nevada","Lander",74.8,79.6,40.4,41.5,52,48.7,77.2,40.95,50.35
"Nevada","Lincoln",75.7,80.4,35.4,34.3,53.5,52.1,78.05,34.85,52.8
"Nevada","Lyon",74.7,79.3,37.7,38.7,56.1,55.4,77,38.2,55.75
"Nevada","Mineral",71.1,76.7,37.7,40.1,55.8,52.6,73.9,38.9,54.2
"Nevada","Nye",71.1,76.7,39.3,39.1,56,48.6,73.9,39.2,52.3
"Nevada","Pershing",74.9,79.2,36.2,38.4,56.7,51.8,77.05,37.3,54.25
"Nevada","Storey",74.7,79.3,34.1,30.8,62,60.6,77,32.45,61.3
"Nevada","Washoe",75.6,79.8,30,28.4,66.1,60.7,77.7,29.2,63.4
"Nevada","White Pine",74.8,79.6,35.6,36.7,56.3,52.8,77.2,36.15,54.55
"New Hampshire","Belknap",76.5,80.9,32.6,36.4,68.1,58.9,78.7,34.5,63.5
"New Hampshire","Carroll",77.7,82.4,29.3,30.9,66.3,62,80.05,30.1,64.15
"New Hampshire","Cheshire",77,81.9,31.5,34.7,65.8,63.2,79.45,33.1,64.5
"New Hampshire","Coos",75.5,80,35.7,38.6,57.7,56.7,77.75,37.15,57.2
"New Hampshire","Grafton",78.5,82.5,29.4,31.5,69.1,62.5,80.5,30.45,65.8
"New Hampshire","Hillsborough",78.4,82,34.6,32.9,56.9,55.5,80.2,33.75,56.2
"New Hampshire","Merrimack",77.8,82.2,33,32.9,61.4,58,80,32.95,59.7
"New Hampshire","Rockingham",78.6,82.3,34.4,29,60.6,59.5,80.45,31.7,60.05
"New Hampshire","Strafford",76.6,81.2,34.1,37.1,61.6,51.6,78.9,35.6,56.6
"New Hampshire","Sullivan",76.5,81,34.9,34.1,59.3,60.8,78.75,34.5,60.05
"New Jersey","Atlantic",75.3,79.3,35.7,35.2,60.1,53.5,77.3,35.45,56.8
"New Jersey","Bergen",80.5,84.3,27.9,26.1,56.5,55.4,82.4,27,55.95
"New Jersey","Burlington",77.5,81.3,36.8,32.4,59.8,55.6,79.4,34.6,57.7
"New Jersey","Camden",75.3,80,35,36.6,53.2,47.3,77.65,35.8,50.25
"New Jersey","Cape May",74.8,81,36.3,34.8,62.1,56,77.9,35.55,59.05
"New Jersey","Cumberland",74.4,79.1,41.2,41.7,52.9,46,76.75,41.45,49.45
"New Jersey","Essex",75.3,80.5,31.3,38.4,53.6,45.9,77.9,34.85,49.75
"New Jersey","Gloucester",75.9,80.5,36.8,35.7,54.2,54.2,78.2,36.25,54.2
"New Jersey","Hudson",77.2,82.2,30.8,35.9,48.7,47,79.7,33.35,47.85
"New Jersey","Hunterdon",79.4,83.3,27.7,25.1,65.8,60.7,81.35,26.4,63.25
"New Jersey","Mercer",76.9,81.5,32.1,33.2,56.4,55,79.2,32.65,55.7
"New Jersey","Middlesex",78.5,82.9,30.7,29.5,55.4,50.8,80.7,30.1,53.1
"New Jersey","Monmouth",77.6,82.1,33.2,28.2,61.1,56.7,79.85,30.7,58.9
"New Jersey","Morris",80,83.6,29.4,25.7,65.3,56,81.8,27.55,60.65
"New Jersey","Ocean",76.5,81.4,38.3,32.8,56.5,55,78.95,35.55,55.75
"New Jersey","Passaic",77.2,82.3,33.8,34.7,53.8,47.9,79.75,34.25,50.85
"New Jersey","Salem",73.4,79.4,42.2,40.2,51.8,49.1,76.4,41.2,50.45
"New Jersey","Somerset",80.2,83.8,29.1,26.4,60.1,54.3,82,27.75,57.2
"New Jersey","Sussex",76.8,81.2,35.2,30.4,57,55.9,79,32.8,56.45
"New Jersey","Union",77.8,82.4,30.5,34.4,51.2,47.7,80.1,32.45,49.45
"New Jersey","Warren",77.5,81.9,36.3,33.2,58.8,53.8,79.7,34.75,56.3
"New Mexico","Bernalillo",76,81.2,27.6,30.5,58.3,56.3,78.6,29.05,57.3
"New Mexico","Catron",72.9,80.2,34.9,37.2,58.4,56.7,76.55,36.05,57.55
"New Mexico","Chaves",73.3,78.9,36.8,42.3,53.6,47.6,76.1,39.55,50.6
"New Mexico","Cibola",74.1,78.2,35.4,44,54.3,50.4,76.15,39.7,52.35
"New Mexico","Colfax",75.9,81,32.4,32.8,59.5,55.6,78.45,32.6,57.55
"New Mexico","Curry",75.1,79.4,36.7,39.8,50.6,47.9,77.25,38.25,49.25
"New Mexico","De Baca",72.8,79.1,36.7,40.5,51.3,48.7,75.95,38.6,50
"New Mexico","Dona Ana",75.8,81.5,36.2,39.7,56.5,53.8,78.65,37.95,55.15
"New Mexico","Eddy",73.3,79.2,37.5,40.9,51.1,47.6,76.25,39.2,49.35
"New Mexico","Grant",75.1,80.6,31.5,35.5,61.8,55.8,77.85,33.5,58.8
"New Mexico","Guadalupe",72.8,79.1,33.3,36.9,58.9,54.8,75.95,35.1,56.85
"New Mexico","Harding",75.9,81,33.5,35.2,62.3,56.5,78.45,34.35,59.4
"New Mexico","Hidalgo",73.6,79.7,33,40.1,56.7,54.3,76.65,36.55,55.5
"New Mexico","Lea",72.5,78.6,41.5,42.3,45.1,45.5,75.55,41.9,45.3
"New Mexico","Lincoln",77.1,82.3,31.8,32.6,58,55.2,79.7,32.2,56.6
"New Mexico","Los Alamos",80.8,83.9,22.5,22.7,71.4,65.6,82.35,22.6,68.5
"New Mexico","Luna",73.6,79.7,36.8,42.7,51.1,47.3,76.65,39.75,49.2
"New Mexico","McKinley",70.7,79,37.6,48.2,59,48.5,74.85,42.9,53.75
"New Mexico","Mora",76.7,81.9,27.3,31.5,66.8,59.5,79.3,29.4,63.15
"New Mexico","Otero",75,80.1,33.4,39.8,58.7,48.8,77.55,36.6,53.75
"New Mexico","Quay",72.8,79.1,37,40.3,52.6,48.5,75.95,38.65,50.55
"New Mexico","Rio Arriba",70.3,79.6,30.5,36.6,57.5,52.2,74.95,33.55,54.85
"New Mexico","Roosevelt",74.2,79.4,37.9,41.6,50.5,47.3,76.8,39.75,48.9
"New Mexico","San Juan",74.3,79.2,36,39,56,54.3,76.75,37.5,55.15
"New Mexico","San Miguel",72.8,79.7,29.3,34.6,62.4,56.1,76.25,31.95,59.25
"New Mexico","Sandoval",77,81.8,30,33.1,60.5,56.4,79.4,31.55,58.45
"New Mexico","Santa Fe",77.8,82.4,21,23.6,68,63.2,80.1,22.3,65.6
"New Mexico","Sierra",72.9,80.2,35,35.4,55.2,51,76.55,35.2,53.1
"New Mexico","Socorro",73.8,79.3,33,40,50.6,53,76.55,36.5,51.8
"New Mexico","Taos",76.7,81.9,27.1,31.5,64.1,57.5,79.3,29.3,60.8
"New Mexico","Torrance",75,79.7,31.6,35.1,56.5,53.5,77.35,33.35,55
"New Mexico","Union",75.9,81,34,36.7,55.9,53.1,78.45,35.35,54.5
"New Mexico","Valencia",74.5,79.7,33.6,40.4,53.3,54.8,77.1,37,54.05
"New York","Albany",77.4,81.5,31,35.1,60.3,54,79.45,33.05,57.15
"New York","Allegany",77.3,80.1,39.4,36.4,55,51.5,78.7,37.9,53.25
"New York","Bronx",75,81.2,32.9,41.8,47,40.7,78.1,37.35,43.85
"New York","Broome",76.1,81,35.2,35.4,59.1,54.8,78.55,35.3,56.95
"New York","Cattaraugus",74.9,79.1,39.7,37.3,55.4,49.6,77,38.5,52.5
"New York","Cayuga",77,81.7,38.4,36.2,57.5,53,79.35,37.3,55.25
"New York","Chautauqua",75.5,80.7,37.6,38.4,58.4,49.7,78.1,38,54.05
"New York","Chemung",75.6,80.1,36.1,39.7,54.9,52.2,77.85,37.9,53.55
"New York","Chenango",76.3,80,37.9,37.5,57.1,51.1,78.15,37.7,54.1
"New York","Clinton",76.5,81.3,35.7,34.7,57.2,54,78.9,35.2,55.6
"New York","Columbia",76.3,80.9,34.3,35.2,53.9,53.2,78.6,34.75,53.55
"New York","Cortland",76.9,79.7,36.4,35.7,59.5,54.1,78.3,36.05,56.8
"New York","Delaware",76.4,80.6,35.4,36.9,56.6,53.6,78.5,36.15,55.1
"New York","Dutchess",77.9,81.8,34.1,31.8,60.5,55.3,79.85,32.95,57.9
"New York","Erie",75.7,80.3,35.6,36.9,55.7,50.1,78,36.25,52.9
"New York","Essex",77.3,81.1,33.5,34.1,60.3,58.5,79.2,33.8,59.4
"New York","Franklin",77,79.8,37.4,40.7,56.3,51,78.4,39.05,53.65
"New York","Fulton",76.1,80.6,37.7,37.1,56.1,51.1,78.35,37.4,53.6
"New York","Genesee",75.7,81,38.1,38.1,55.9,51.8,78.35,38.1,53.85
"New York","Greene",75.2,80.5,35.2,38.4,53,52.4,77.85,36.8,52.7
"New York","Hamilton",77.3,81.1,36.2,35.4,59.1,55.6,79.2,35.8,57.35
"New York","Herkimer",77.2,81.2,38.6,37.4,58.1,49.1,79.2,38,53.6
"New York","Jefferson",75.5,80.1,38.4,40.5,55.8,51.1,77.8,39.45,53.45
"New York","Kings",77.3,82.4,28.7,37,51.1,46.6,79.85,32.85,48.85
"New York","Lewis",76,81.7,39,37.9,58.2,48.6,78.85,38.45,53.4
"New York","Livingston",77.6,81.5,38.4,39.3,58.1,49.6,79.55,38.85,53.85
"New York","Madison",77.8,81.3,37.1,36.5,61,52.9,79.55,36.8,56.95
"New York","Monroe",77.6,81.6,35.1,39.8,60.1,55.1,79.6,37.45,57.6
"New York","Montgomery",76.1,79.8,37.9,39.8,55.6,52.4,77.95,38.85,54
"New York","Nassau",79.6,83.6,30.3,28.7,52.4,50.9,81.6,29.5,51.65
"New York","New York",79.3,84.1,19.1,25.4,60.8,55.8,81.7,22.25,58.3
"New York","Niagara",75.5,79.6,39.7,38,57.9,50.6,77.55,38.85,54.25
"New York","Oneida",76.1,80.9,36.5,35.1,52.7,50.5,78.5,35.8,51.6
"New York","Onondaga",76.9,81.8,37.2,35.2,59.5,54.7,79.35,36.2,57.1
"New York","Ontario",76.8,81.9,34.6,37.4,63.5,53.5,79.35,36,58.5
"New York","Orange",77.6,81,35.9,36.3,55.7,49.5,79.3,36.1,52.6
"New York","Orleans",76.1,80.4,40,42.6,54.4,49.6,78.25,41.3,52
"New York","Oswego",75.9,80,40.2,40.1,55.7,50.2,77.95,40.15,52.95
"New York","Otsego",76.8,81.3,34.6,34.8,59.9,54.2,79.05,34.7,57.05
"New York","Putnam",78.7,82.4,34.5,30.5,59.6,58.7,80.55,32.5,59.15
"New York","Queens",79,83.8,26.6,33.3,52.1,48.2,81.4,29.95,50.15
"New York","Rensselaer",76.5,79.9,33.5,35.4,56.3,54.2,78.2,34.45,55.25
"New York","Richmond",77.3,81.6,28.7,31,52.3,46.6,79.45,29.85,49.45
"New York","Rockland",79.6,83.4,34.4,29.7,54.6,51,81.5,32.05,52.8
"New York","Saratoga",78.7,82.4,33.4,31.8,62.1,59.4,80.55,32.6,60.75
"New York","Schenectady",76.9,81.6,33.9,36.3,55.7,56.4,79.25,35.1,56.05
"New York","Schoharie",77.4,81.8,36,37.6,58.1,55,79.6,36.8,56.55
"New York","Schuyler",76.4,79.1,35.4,36.5,54.3,52.4,77.75,35.95,53.35
"New York","Seneca",76.8,80.7,37.9,39.8,50.7,48.9,78.75,38.85,49.8
"New York","St. Lawrence",75.5,79.6,38.4,40.8,56.9,51.4,77.55,39.6,54.15
"New York","Steuben",75.9,80.5,36.4,39,56.5,50,78.2,37.7,53.25
"New York","Suffolk",78,82.3,35.2,30.5,56.5,52.6,80.15,32.85,54.55
"New York","Sullivan",75,79.1,36.1,38.2,54,52.5,77.05,37.15,53.25
"New York","Tioga",77.6,82.2,36.9,38.6,56.4,57.4,79.9,37.75,56.9
"New York","Tompkins",78.8,82.2,30.3,31.4,62.1,61.6,80.5,30.85,61.85
"New York","Ulster",77.1,81.2,35.4,35.1,59.2,55.1,79.15,35.25,57.15
"New York","Warren",77.6,82,33,33.5,60.3,57.6,79.8,33.25,58.95
"New York","Washington",77.2,80.4,35,37.2,50.9,58.8,78.8,36.1,54.85
"New York","Wayne",76.8,80.6,37.9,40.1,60.1,52.1,78.7,39,56.1
"New York","Westchester",79.8,84.1,27.6,24.9,60.6,56,81.95,26.25,58.3
"New York","Wyoming",76.8,80.2,40.3,36.2,56.7,48.4,78.5,38.25,52.55
"New York","Yates",77.1,80.5,35.9,38.5,53.8,47.9,78.8,37.2,50.85
"North Carolina","Alamance",74.6,80.2,37.9,40.5,53.3,49,77.4,39.2,51.15
"North Carolina","Alexander",73.8,79.3,38.3,37.8,52.4,47.5,76.55,38.05,49.95
"North Carolina","Alleghany",74,80.5,35.6,38.6,46.6,42.8,77.25,37.1,44.7
"North Carolina","Anson",71.3,77.2,37.7,47.4,52.7,39.5,74.25,42.55,46.1
"North Carolina","Ashe",74,80.5,32.7,34.2,48.4,46.4,77.25,33.45,47.4
"North Carolina","Avery",74.7,79.2,34.8,36,55.2,50.7,76.95,35.4,52.95
"North Carolina","Beaufort",73.4,78.4,39.6,49,52.5,44.5,75.9,44.3,48.5
"North Carolina","Bertie",70.7,78.3,41.4,54.2,45.1,37.9,74.5,47.8,41.5
"North Carolina","Bladen",70.9,76.6,42.6,51,47.8,40.9,73.75,46.8,44.35
"North Carolina","Brunswick",75,80,37.8,38.7,58.6,51,77.5,38.25,54.8
"North Carolina","Buncombe",75.9,80.3,29.4,30.3,63,58.4,78.1,29.85,60.7
"North Carolina","Burke",73,78.2,36.1,36.6,49.1,42.3,75.6,36.35,45.7
"North Carolina","Cabarrus",75,79.8,35.6,37.8,56.1,49.1,77.4,36.7,52.6
"North Carolina","Caldwell",72.5,78.3,37.8,37.6,51.9,46.9,75.4,37.7,49.4
"North Carolina","Camden",74.3,78.6,37.4,38,57.1,57.6,76.45,37.7,57.35
"North Carolina","Carteret",74.5,79.4,34.2,36.6,55.5,49.8,76.95,35.4,52.65
"North Carolina","Caswell",73.4,78.6,41.8,46.3,50.5,43.5,76,44.05,47
"North Carolina","Catawba",73.5,78.4,33,36.6,52.7,43.5,75.95,34.8,48.1
"North Carolina","Chatham",77.2,82.4,34.5,33.9,59.7,52.6,79.8,34.2,56.15
"North Carolina","Cherokee",74.2,80.1,32.2,35.7,50.6,48.6,77.15,33.95,49.6
"North Carolina","Chowan",74.2,80.3,38.6,47.8,47.3,40.2,77.25,43.2,43.75
"North Carolina","Clay",74.2,80.1,33.9,35.3,53.2,51.3,77.15,34.6,52.25
"North Carolina","Cleveland",71.5,78,34.7,40.7,51.7,43.2,74.75,37.7,47.45
"North Carolina","Columbus",70.2,75.1,39.5,45.9,47.3,44.1,72.65,42.7,45.7
"North Carolina","Craven",75.2,79.7,36.9,41.9,52.4,48.1,77.45,39.4,50.25
"North Carolina","Cumberland",73.2,78.2,38.4,44.1,52.3,46,75.7,41.25,49.15
"North Carolina","Currituck",74.2,79.4,37.3,39.1,52,55.7,76.8,38.2,53.85
"North Carolina","Dare",76.3,81.2,34.3,34.3,57.1,59.4,78.75,34.3,58.25
"North Carolina","Davidson",73.9,79.3,36.1,38.4,49.6,42.2,76.6,37.25,45.9
"North Carolina","Davie",75.7,81,36,35.9,54.8,49.8,78.35,35.95,52.3
